종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"002100","경농","KOSPI",,"10080","40","0.40","10050","10090","10030","8210","82595320","196787556000","19522575"
"009450","경동나비엔","KOSPI",,"53100","-500","-0.93","54500","54700","52900","9359","500251500","773592235200","14568592"
"267290","경동도시가스","KOSPI",,"19340","40","0.21","19300","19340","19300","364","7030810","114017152040","5895406"
"012320","경동인베스트","KOSPI",,"76700","1900","2.54","74800","77900","74100","16678","1278207100","181397264100","2365023"
"011040","경동제약","KOSDAQ","중견기업부","6370","20","0.31","6350","6380","6340","688","4373090","195997039420","30768766"
"000050","경방","KOSPI",,"7760","10","0.13","7750","7900","7680","380","2945810","212742495200","27415270"
"214390","경보제약","KOSPI",,"7440","0","0.00","0","0","0","0","0","177867038400","23906860"
"012610","경인양행","KOSPI",,"3465","15","0.43","3455","3490","3430","3580","12413610","144200704725","41616365"
"009140","경인전자","KOSPI",,"23800","200","0.85","23550","23900","23450","1144","26979800","37384968600","1570797"
"024910","경창산업","KOSDAQ","우량기업부","2835","-35","-1.22","2865","2870","2825","154501","439833235","101546879175","35819005"
"013580","계룡건설","KOSPI",,"13690","20","0.15","13600","13710","13600","1935","26354660","122264116830","8930907"
"012200","계양전기","KOSPI",,"2240","-70","-3.03","2300","2325","2220","254689","576918300","60979136960","27222829"
"012205","계양전기우","KOSPI",,"4470","-5","-0.11","4470","4470","4470","313","1399110","5225783130","1169079"
"002140","고려산업","KOSPI",,"3210","25","0.78","3205","3220","3160","27840","89041590","80055554250","24939425"
"198440","고려시멘트","KOSDAQ","중견기업부","1674","-4","-0.24","1679","1679","1672","1038","1739796","53534453040","31979960"
"049720","고려신용정보","KOSDAQ","우량기업부","10930","-60","-0.55","11030","11110","10860","7855","85877260","156299000000","14300000"
"010130","고려아연","KOSPI",,"499000","6000","1.22","491500","499000","488500","13400","6635507500","10433385412000","20908588"
"002240","고려제강","KOSPI",,"24350","-150","-0.61","24500","25150","24300","20440","504327150","608750000000","25000000"
"014570","고려제약","KOSDAQ","우량기업부","6210","10","0.16","6200","6210","6160","934","5786330","68310000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","7840","20","0.26","7870","7870","7720","8233","64052940","148443924160","18934174"
"950190","고스트스튜디오","KOSDAQ","외국기업(소속부없음)","10700","-10","-0.09","10620","10710","10620","431","4597990","145304844400","13579892"
"098460","고영","KOSDAQ GLOBAL","우량기업부","15660","-30","-0.19","15580","15660","15460","125100","1943535600","1075133463300","68654755"
"035290","골드앤에스","KOSDAQ","중견기업부","622","-1","-0.16","629","634","621","17636","11001289","28892250808","46450564"
"900280","골든센츄리","KOSDAQ","관리종목(소속부없음)","97","0","0.00","0","0","0","0","0","19924215936","205404288"
"215000","골프존","KOSDAQ GLOBAL","우량기업부","78300","-100","-0.13","78400","78900","78100","1656","129684700","491364994500","6275415"
"121440","골프존뉴딘홀딩스","KOSDAQ","우량기업부","3900","-25","-0.64","3925","3925","3900","1120","4383565","167063590200","42836818"
"366030","공구우먼","KOSDAQ","중견기업부","5630","40","0.72","5630","5670","5590","9894","55732110","127541175500","22653850"
"076340","관악산업","KONEX","일반기업부","5140","0","0.00","0","0","0","0","0","25039304400","4871460"
"009290","광동제약","KOSPI",,"6860","10","0.15","6900","6920","6850","11994","82606350","359607037860","52420851"
"086220","광동헬스바이오","KONEX","일반기업부","2655","0","0.00","0","0","0","0","0","28073611575","10573865"
"014200","광림","KOSDAQ","관리종목(소속부없음)","1006","0","0.00","0","0","0","0","0","91250936176","90706696"
"017040","광명전기","KOSPI",,"3015","-45","-1.47","3100","3110","2960","1604273","4884395120","130662909225","43337615"
"029480","광무","KOSDAQ","중견기업부","3200","65","2.07","3135","3200","3105","34583","109362810","153303049600","47907203"
"017900","광전자","KOSPI",,"2190","-10","-0.45","2185","2200","2185","1319","2889225","126896840970","57943763"
"037710","광주신세계","KOSPI",,"31250","50","0.16","31350","31350","31200","227","7085400","248662187500","7957190"
